user,text,canidate
MADEINU34619194,"@JoeBiden @BarackObama Meanwhile, Biden be like... https://t.co/nwLdtqTAW2",biden
loladeantonia26,@JoeBiden @BarackObama Obama led the most corrupt admin in the history of America! He weaponized our intel agencies… https://t.co/2eJJSOifbB,biden
RobertS64534727,@JoeBiden @BarackObama Teachers Union much?? #dementiajoe #obamagate,biden
LavineKAG,"@JoeBiden @BarackObama Ugh. The cheesiest, poorest quality, fake AF ad I’ve ever seen. And the conference phone mag… https://t.co/2Vhq5rf3X1",biden
gregchapman23,"@JoeBiden @BarackObama Joe Biden,”I’m the proud husband of ugh ugh you know the thing.”",biden
plainsimpletrth,@JoeBiden @BarackObama Where in the world is Perez? He is the biggest loser the Dems have ever had! Name one single… https://t.co/fsZFWYl2Eh,biden
vonpilk,@JoeBiden @BarackObama Go get em Joe. At 71 years old I have never seen such lack of leadership in this country. Yo… https://t.co/ROCpZZLdK0,biden
JohnDoe52680131,@JoeBiden @BarackObama Staged.,biden
MicahInLex,@JoeBiden @BarackObama Oh my goodness!! A war criminal and the guy responsible for unfathomable amounts of unjust b… https://t.co/uAaaufoOXr,biden
fl_trump2020,@JoeBiden @BarackObama Meanwhile back in Ukraine and those criminal indictments...,biden
Max11089,@JoeBiden @BarackObama The black community is overly represented in covid deaths.   The democrats and big tech are… https://t.co/9BdXVBJGrp,biden
mrTTTT2U,@JoeBiden @BarackObama https://t.co/r4Xbf5Czax,biden
JohnDoe52680131,"@JoeBiden @BarackObama Going after the teacher vote now with the patronizing, grandfather vibe. After least you can… https://t.co/uGrSgUs9lS",biden
kickass_sushi,@JoeBiden @BarackObama https://t.co/in7AF4ZQ21,biden
twt2023,@JoeBiden @BarackObama These two idiots are the most corrupt people in politics.  Together for 8 years they did not… https://t.co/QYo1CoJNjZ,biden
Linda_Ruth1,"@JoeBiden @BarackObama This is awesome, but my question to you is such: both of you saw this entire russian thing h… https://t.co/7gvzTfQydf",biden
OriginalChele,@JoeBiden @BarackObama That's how leaders do it,biden
lizag63200698,@JoeBiden @BarackObama Of course teachers don’t want to go back to work they get paid for sitting home,biden
hopingamerica,@JoeBiden @BarackObama Joe Biden says: “I think we should teach the Islamic religion in our schools.” Take God out… https://t.co/UcXoOQoIax,biden
Jenoir4,@JoeBiden @BarackObama They know how to listen.,biden
baby_no13,"@JoeBiden @BarackObama Damn I miss having an intelligent, compassionate President",biden
jackson87874824,"@JoeBiden @BarackObama THESE GUYS ARE SO PHONY. ONE IS BEING INVESTIGATED IN THE UKRAINE, AND THE OTHER IN THE US.… https://t.co/NPSOtyWSTr",biden
BellBudd,@JoeBiden @BarackObama Joe nodding off while Obummer panders to “teachers” 🙄 Pathetic 🙄🙄,biden
JoeSher19633640,"@JoeBiden @BarackObama Educators (Actual teachers were driven out years ago, hence 27th in the world in math, scien… https://t.co/iSSmKvDXjl",biden
Mamaof212154947,@JoeBiden @BarackObama https://t.co/dtuRYbNRy3,biden
KathyKraeuter,"@JoeBiden @BarackObama Hey, you're also a proud father and grandfather, right? #WheresHunter ? https://t.co/BqUR6bxRwF",biden
Indyman10,@JoeBiden @BarackObama OH please please let Trump leave the White House.,biden
nlanese128,@JoeBiden @BarackObama Bozo will NOT help you win Dementia!,biden
Sunny86364844,"@JoeBiden @BarackObama Joe, I've heard of a few instances of PPE confiscation by the Fed. govt. like the one below… https://t.co/zyg6Ml5Q68",biden
karensu56983311,@JoeBiden @BarackObama You can’t call her on your own?,biden
ckcflorida1,@JoeBiden @BarackObama https://t.co/Q3YRQOr219,biden
JenniferEdward,@JoeBiden @BarackObama Can we push Election Day up to now?? I can’t waif to get @JoeBiden in the Oval Office. We ha… https://t.co/NJUidKXx0t,biden
GrahamKincaid1,"@JoeBiden @BarackObama Sorry. I'm voting third party, bro.",biden
csummer94634016,@JoeBiden @BarackObama . I would definitely have let it go to voicemail... 😐 .,biden
SeenThisB4,@JoeBiden @BarackObama The FACTS are more children have died from automobile accidents than have died from COVID-19… https://t.co/LmXEtEa7VI,biden
Scclod1,@JoeBiden @BarackObama Staged and fake,biden
RadicalBernie,"@JoeBiden @BarackObama I can't believe people still fall for this kind of shit!  POLITICIANS ARE ACTORS, YOU MORONS… https://t.co/aiVIfFlAEY",biden
osrs_014,"@JoeBiden @BarackObama Biden can’t even speak for himself, all these Barack and I videos, where it’s only Obama tal… https://t.co/MeoAZPSZvN",biden
danielM74002318,@JoeBiden @BarackObama 🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰,biden
Winners786,"@JoeBiden @BarackObama So proud of my next amazing president  Love to see a good leader who give respect to woman , thank you Joe",biden
rmonkeyhouseya1,@JoeBiden @BarackObama Kids will be okay if they do the home schooling thing as long as they need. Kids are flexibl… https://t.co/XyEsZVbyVJ,biden
Reed0012,@JoeBiden @BarackObama Joe I'm begging you let me out yo basement,biden
zembrewer,@JoeBiden @BarackObama The young people of today will not tolerate the bullshit my generation did. Numbered are the… https://t.co/UfJmSrdgux,biden
davidosull,"@JoeBiden @BarackObama Consistancy is @realDonaldTrump best never trait. Apologies for a negative comment, but let’… https://t.co/qjhswnT8J8",biden
ericgaub,@JoeBiden @BarackObama https://t.co/wefQiv3ZQE,biden
PennPopPop,@JoeBiden @BarackObama #racistsleepyjoe,biden
Hierophant33,@JoeBiden @BarackObama https://t.co/xTkydUirMs,biden
royalmusing,@JoeBiden @BarackObama Thank. You.   #Biden2020,biden
FrankOr35980524,@JoeBiden @BarackObama We should not politicize public healthDems and bothof you have been blaming Trump for thisvi… https://t.co/U1h0hDNJ5P,biden
kushal232323,@JoeBiden @angie_keathly @BarackObama I will be voting for Joe Biden. https://t.co/rl6CdEiKIO,biden
billynomates___,@JoeBiden @BarackObama Obama and Biden never politicize public health https://t.co/XZAZu81DAg,biden
JimmyMadson,@JoeBiden @BarackObama https://t.co/A5LvvoqC3V,biden
gary_oldskool,@JoeBiden @BarackObama https://t.co/G6xH40yOmn,biden
DCccIrish,@JoeBiden @BarackObama Probably not a good call.  Did your wife supply some of her students? https://t.co/PuWBp1qtvI,biden
mosswood_pixie,@JoeBiden @BarackObama This brought me a smile. I cannot wait our country is back in capable hands.   #RidinWithBiden,biden
Doughnutt69,"@JoeBiden @BarackObama It is Thursday July 30th, 2020 and the Pedophile Joseph Robinette Biden should be charged wi… https://t.co/5VnFIVZwcZ",biden
Ravikumarsoni_9,@JoeBiden @BarackObama Usa is a verry lucky they have new great candidate @JoeBiden   God bless you joe biden god b… https://t.co/nlq06qdKRS,biden
jayejaye56,@JoeBiden @BarackObama Obama already had his 8 years a fame quit trying to ride his coattails,biden
BidenReps,@JoeBiden @TeamJoe @BarackObama Joe Biden has the heart and compassion to be President. That’s why we’re #BidenRepublicans.,biden
ElieJea86509691,@JoeBiden @BarackObama This is a future president who cares about common economic problems of American people.,biden
EduHard11,"@JoeBiden @BarackObama This is missing from the USA, a president with humanity.",biden
kallywilli,"@JoeBiden @BarackObama Dr. Jonathan Reiner, cardiologist:   ""The president [@realDonaldTrump] has no strategy … the… https://t.co/k7DYwRY4p5",biden
J03394963,@JoeBiden @BarackObama ok. tears welling up in my eyes. i miss President Obama so much. His voice is my emotional anchor right now. ❤️,biden
RyanWHeath,@JoeBiden @BarackObama Biden and Obama make me cry every time they speak. We need them desperately.,biden
ambereyes69,"@JoeBiden @BarackObama Bs, if that's the case why is the house going on recess without passing a stimulas package t… https://t.co/RGhyMLXS2i",biden
ReelSportsTalk1,@JoeBiden @BarackObama https://t.co/sLyjJ0yHG0,biden
KabojaBeatus,@JoeBiden @BarackObama So that are busy politicising 8 grades  kids instead of teaching them about their future car… https://t.co/sBUOCRbJiJ,biden
LynneLupton,@JoeBiden @BarackObama Luck lady.,biden
Eamon0303,@JoeBiden @BarackObama As a Brit I know the world is ready for your safe hands at the helm 🇬🇧🇺🇸,biden
rory_rdupre,@JoeBiden @BarackObama How about you stand on your own 2 feet. You’re still riding Obama’s coat tail!! Pathetic!! B… https://t.co/yimjcfjSmX,biden
IbanMarshal,@JoeBiden @BarackObama The Democrats have been politicizing school safety since they latched on to the gun control… https://t.co/tiwOMcoBTd,biden
egginyourface,@JoeBiden @BarackObama https://t.co/vZ85b9wMId,biden
joeblowjuan,@JoeBiden @BarackObama @JoeBiden the radical left always making false promises and never delivers and has 50+ years to back that up,biden
NialFran,@JoeBiden @BarackObama Awesome!,biden
CGCC_Balt,@JoeBiden @BarackObama #Biden2020 https://t.co/zV6k5NyczL,biden
TacoSlayer86,"@JoeBiden @BarackObama If walmart workers can consistently see new customers everyday, this Melissa Mcarthy lookin… https://t.co/4ZtAbHuurc",biden
MUNTARI___,@JoeBiden @BarackObama Lovely from two great Individuals,biden
LDHFab40,@JoeBiden @BarackObama Can you ask him to him me a call too? Just a tad bit depressed in Detroit... need a little p… https://t.co/WQkHNFQ6E3,biden
italy_exit,@JoeBiden @BarackObama https://t.co/w9FM0sCRTV,biden
Tim51498058,@JoeBiden @BarackObama People would not be so confused and upset if:  1. Politicians had the moral fiber to resist… https://t.co/FmmXJ8oqLE,biden
KennethYoun,@JoeBiden @BarackObama You need the media asking the president what’s his federal plan to stop the TRUMP VIRUS ? He will go off the rails 😂.,biden
egginyourface,@JoeBiden @BarackObama https://t.co/skYXqB5iEd,biden
italy_exit,@JoeBiden @BarackObama https://t.co/uiDARbocAn,biden
manzella_john,"@JoeBiden @BarackObama Totally Planed! Scippted, Acting. PATHETIC!",biden
Michael94514323,"@JoeBiden @BarackObama Teachers &amp; Preachers,Important to Us All!Well done You 2 calling Beth,a True showing of Grac… https://t.co/VvwuEQ3GAf",biden
RachelMaga_,@JoeBiden @BarackObama A call??? You are in politics for 40 years you did nothing for teachers or anybody else!!… https://t.co/izaUXg7NgP,biden
imgoodemike,@JoeBiden @BarackObama https://t.co/Ay7fGew5Wj,biden
ynesCr16,"@JoeBiden @BarackObama I AGREE WITH BARACK... ""IF YOU DO YOUR JOB!"" Open all schools and do your job. https://t.co/EfemjOxtYX",biden
sitdowninfront,@JoeBiden @BarackObama “I think probably kindness is my number one attribute in a human being. I’ll put it before a… https://t.co/03qFHWxSGg,biden
BlackHo91079615,"@JoeBiden @BarackObama On July 30, I quickly browsed Biden’s lengthy plan. 95% of them were talking about his thoug… https://t.co/P2wyniMIrb",biden
PatriotWarriorX,@JoeBiden @BarackObama Sleepy Joe Is At It Again!,biden
AshamLaban,@JoeBiden @BarackObama ##dv2020winners #dv2020  We will be voting for @JoeBiden.  Who’s with us??,biden
BidenforGitmo,@JoeBiden @BarackObama Joe please go hide,biden
JohnZander17,@JoeBiden @BarackObama Where’s Hunter???,biden
MattarocciSue,"@JoeBiden @BarackObama Gentlemen:   As a former high school teacher, I applaud your efforts to give guidance and co… https://t.co/8Uz0JVHNPK",biden
JSupernova00,"@JoeBiden @BarackObama Hearing that, just brings to the fore front how bad things are right now. Health care and sc… https://t.co/btr7gEmMWY",biden
JohnZander17,@JoeBiden @BarackObama https://t.co/GtqOnUdNGW,biden
MustafaSbiai,"@JoeBiden @BarackObama @BarackObama  no body is proud of you both , both are criminal, you pushed Russia and Iran t… https://t.co/PjTDRKhcGu",biden
kallywilli,"@JoeBiden @BarackObama This is what true leaders do! This is what is expected of a POTUS -- the common touch, being… https://t.co/KfqLHWGLEY",biden
egginyourface,@JoeBiden @BarackObama https://t.co/zNH4tXheLc,biden
Raybo34,@JoeBiden @BarackObama https://t.co/yVBpYjGVUS,biden
BennyFrTheBlock,@JoeBiden @BarackObama I miss having a literate and thoughtful president.,biden
LJ4_All,@JoeBiden @BarackObama Are you going to make your brother the Secretary of Education?  He also loves to take public… https://t.co/sTnsSAYfjG,biden
egginyourface,@JoeBiden @BarackObama https://t.co/jATbfhBKBo,biden
Satchmo72652222,"@JoeBiden @BarackObama Using this logic, Hunter could argue that he should be VP",biden
OmarAlihashi,@JoeBiden @BarackObama Trump deserves praise for destroying the GOP 20 years ahead of schedule.,biden
BlesesNicolas,@JoeBiden @BarackObama “We also don’t have an idea what we are doing but we are very proud of you Beth”,biden
livesay_david,@JoeBiden @BarackObama Where’s Hunter?,biden
ChrisRattoGolf,@JoeBiden @BarackObama announce a vp already,biden
EMuhctek,@JoeBiden @BarackObama You were too busy sniffing innocent children to see it coming.... https://t.co/DO8DZzQqS7,biden
AshamLaban,@JoeBiden @BarackObama #dv2020winners  #dv2020  In God we trust Please help us https://t.co/AQKEPRPI2S,biden
Marc_Montana,"@JoeBiden @BarackObama I think Trumps administration should create a fake dossier, have the FBI ok it as factual an… https://t.co/0RZtDrTWZ4",biden
2020Moxie,@JoeBiden @BarackObama https://t.co/AnPmIHO0HB,biden
Stewartdglassfo,@JoeBiden @BarackObama https://t.co/iS60X6euhT,biden
jmebrackney,"@JoeBiden @BarackObama Joe, Obama is literally your ‘Trump’ card. Just let that one sink in ...",biden
TerriWo51058773,@JoeBiden @BarackObama I can't wait! Vote blue!,biden
redskinnedwolff,@JoeBiden @BarackObama https://t.co/S6zUofyMP1,biden
Kellyk1969,@JoeBiden @BarackObama 💙🇺🇸💙 https://t.co/EhoK0ZUDJQ,biden
kevinjo92298384,"@JoeBiden @BarackObama 47 year loser Joe, running the country?",biden
vke2020,"@JoeBiden @BarackObama He was a teacher too, #JusticeForBernellTrammell",biden
nocturnalemiss3,@JoeBiden @BarackObama You called white Karen.  How “progressive” 😂,biden
sbbmuud,"@JoeBiden @BarackObama I’m a teacher, too, and I totally agree with Beth! 👍",biden
TeresaMarieEspo,@JoeBiden @BarackObama 💙💙💙😭😭😭,biden
AngelaO57852376,@JoeBiden @BarackObama Sure you did. Where's Hunter? https://t.co/BTIIugfQIr,biden
denverkdenver,@JoeBiden @BarackObama https://t.co/MO8CzKKssU,biden
MediaBreakdown_,@JoeBiden @BarackObama Obama - you didn't politicize public health Continues to politicize public health.,biden
Insanityprevai1,@JoeBiden @BarackObama Obamagate is not going away.,biden
budsailing1,@JoeBiden @BarackObama Go @DrBiden and @JoeBiden,biden
IiiTraveller,@JoeBiden @BarackObama Where are you? #TeamJoe  #BasementJoe https://t.co/TTWG1hJjmy,biden
LloydB69gamer,@JoeBiden @BarackObama Don’t act like you give a shit 😂,biden
James48119460,@JoeBiden @BarackObama https://t.co/ry23oawX5f,biden
LKatoIndivisibe,@JoeBiden @BarackObama I love these little videos.  Real leaders care about other people,biden
Michael45468030,@JoeBiden @BarackObama It's time to invest in a real  president joe. Now it time get cheat lie fake president  like  Trump out,biden
WilliamDChappel,@JoeBiden @BarackObama This is the sign of a true PRESIDENT OF THE UNITED STATES!!! VOTE FOR JOE BIDEN 2020! https://t.co/b1W5U03v6s,biden
JenTrump201,"@JoeBiden @BarackObama Dude, you're more confused than Michelle Obama's gynecologist. Time to go back to your basement. #DementiaJoe",biden
WarriorGoddes14,@JoeBiden @BarackObama You both need to be in prison you (un) masks are slipping.,biden
letskickcarbon,@JoeBiden @BarackObama @JoeBiden is going to a Ukrainian prison camp #bidenukrainiancorruption,biden
Mendez33652,"@JoeBiden @BarackObama Joe """"Cringy Cring"" Biden https://t.co/pmGLBZKiXS",biden
GodProtectTrump,@JoeBiden @BarackObama https://t.co/cOgXtsDxgJ,biden
fusion_allusion,@JoeBiden @BarackObama Biden has shown us that there's a super thin line between aging and deteriorating.,biden
Charles52223394,@JoeBiden @BarackObama If health matters were not political in the past   Why are @TheDemocrats doing it much now?… https://t.co/NixQ1uwJJ6,biden
ThomasD31196765,@JoeBiden @LisaTrembley1 @BarackObama So sweet of you @JoeBiden,biden
Shane72576280,"@JoeBiden @BarackObama We need a President who’s not proud of his phone call, we need one who is proud of his count… https://t.co/XKrSQOOpVM",biden
amon_maxwell,@JoeBiden @BarackObama Two of the biggest crooks and liers.,biden
mervynpillay,@JoeBiden @BarackObama #LyingDogFacedPonySoldier 😂🤣,biden
MrQ56156943,"@JoeBiden @BarackObama Yo Biden, did ur compaingan offices receive parcel contains seeds from oversea?",biden
DSmiddle,@JoeBiden @BarackObama 🙌🏽🙌🏽👊🏽💯🎯👍🏽🧡❤🙌🏽,biden
Bebesgirls4,@JoeBiden @BarackObama Thanks Joe. We know you care about us. All of us.,biden
real_siren_head,@JoeBiden @BarackObama Jill Biden was a public school teacher for two years in the 70s.,biden
Rickwithtrump2,@JoeBiden @BarackObama Bla bla bla.,biden
melissamcglynn,@JoeBiden @BarackObama ❤️❤️❤️,biden
Marc_Montana,"@JoeBiden @BarackObama You don't politicize public health, then forces America to pay for ACA!!!!",biden
RalphusWoof,"@JoeBiden @BarackObama Posing BS as usual. Obama/Biden's presidency of posture and vanity. Feel good, do nothing ph… https://t.co/vdDfNIq9Oq",biden
ArturoEdvardsen,@JoeBiden @BarackObama Now “Mumbles” is pandering to Teachers.,biden
CJMbolo,"@JoeBiden @BarackObama We all know Joe has handlers. I just didn’t know it was Barack Obama. He’s retired Joe, quit… https://t.co/dJHQatECGO",biden
DocJaniceL,@JoeBiden @BarackObama So sweet.,biden
Balance2Extreme,"@JoeBiden @BarackObama Awwwww thats nice,my heart melts 🤗🤗,I hope she get the help she needed   yesss! Very importa… https://t.co/8c9QPA9USF",biden
WestPoint06mom,@JoeBiden @BarackObama THE REAL JOE BIDEN: https://t.co/iziDKdnj7P,biden
BjornIsMagnus,@JoeBiden @BarackObama At least Biden isn't completely indifferent to the plight of ordinary people...,biden
osamabinbiden1,@JoeBiden @BarackObama Get the f back to work like everyone else. Teachers trying to cash a check and work via zoom. Gtfo,biden
Kawinkiedink,@JoeBiden @BarackObama Weird all her students only like Biden and Obama? As if that was the only choice their taught to choose?,biden
CatherineAMcLe1,@JoeBiden @BarackObama Go kids!,biden
mommee45kidz,@JoeBiden @BarackObama Old man joe always has to have someone lead him around and tell him what to do.,biden
JohnCro05425706,@JoeBiden I just don't get it Joe. Every time you open your mouth you get it wrong.,biden
kryptoboy68,@JoeBiden I heard Joe was just found riding his lawn mower on the freeway.,biden
davehsbrk,@JoeBiden https://t.co/tv3Pw7C5kh,biden
shar_abbott,"@JoeBiden Mr Biden, I am worried that if you don’t dare interview with Chris Wallace, how will you deal with China,… https://t.co/B6Oy1Qr7U5",biden
morgansinkc,@JoeBiden The only thing that will do that is a Marxist President.,biden
Blam_Face,@JoeBiden Leadership isn't something you bring to the table. You are the real disgrace.,biden
bare_marsha,@JoeBiden https://t.co/A6ULBjMaCc,biden
jesemily,"@JoeBiden He spews division and hatred! He is an awful, corrupt person and I don’t understand why he is being allow… https://t.co/l8yJTDsYqg",biden
Abubaka40049315,@JoeBiden The fact that @realDonaldTrump is still polling at 40% shows people’s lack of enthusiasm for @JoeBiden. W… https://t.co/lHdG38gWrZ,biden
PumpkinJack013,"@JoeBiden Now show us the clip where you didn't know what state you were in. Which is every clip, let's be honest. #NeverBiden",biden
repaupo,@JoeBiden #whereshunterworkingnow,biden
ThaKrazyOne,@JoeBiden You need someone to tell you what to do. You are no leader.,biden
AsAbove68931855,@JoeBiden Where was this speech given? Your basement?,biden
heirloomjewls,@JoeBiden @tpowers6pack Man we need you NOW!!!,biden
DingesRandy,"@JoeBiden In other words Creepy Joe, you don’t plan to stand up to this Leftist evil happening all throughout Ameri… https://t.co/UYge4uEz1S",biden
mickelsonjerome,@JoeBiden https://t.co/K0hFGQNkTD,biden
mickelsonjerome,@JoeBiden https://t.co/A3yRhHyVhb,biden
Michael88010068,"@JoeBiden Adding fuel?  Why don’t you denounce the riots, looting and the injuring of Law Enforcement Officers?",biden
ABGray,@JoeBiden Joe now @realDonaldTrump is crying about mail in voting again and now he’s floating the insane idea of delaying the election.,biden
owens747,@JoeBiden “Calm the waters and lower the temperature” Translation: Submit to violent mob rule and hand over the country to Communists.,biden
moeron121,@JoeBiden Joe beat it idiot,biden
1984_is_coming,@JoeBiden https://t.co/VKbqkt40h8,biden
MissState_BD,"@JoeBiden Joe, u have a teleprompter right in front of u.. u have fucked up on every speech.",biden
A_RoomWithAView,@JoeBiden We need Medicare for all.  Eliminate student debt.  GND.  Act in the interests of the citizens instead of… https://t.co/qjsNZQitFN,biden
WDWigglebottom,"@JoeBiden So why aren't YOU out there telling all the violent rioters to go home and stop looting, killing, maiming… https://t.co/JC0vUdtuzo",biden
Jake_92,@JoeBiden You have had 40+ years in the government and have not done a whole lot for America and a ton for yourself… https://t.co/uIghsLHBo7,biden
2020Moxie,@JoeBiden https://t.co/RgyuWgLnJX,biden
NotALib2020,@JoeBiden Build Back Better.  LMAO!!!! Who would give incoherent Biden a tongue twister.  Can wait for all the vers… https://t.co/iiuE5SdAiP,biden
scribblingsage1,@JoeBiden Why don’t you come out against the riots?  Until you do we can’t be sure you’re not just an empty vessel… https://t.co/ztveuffYPP,biden
CaptLmorgn,@JoeBiden Calm waters?? Look what Democratic Cities look like! I don’t call that calming waters!,biden
a_dark_knight,@JoeBiden You're not in a position to lecture us about calming anything. Riots have blown up because leftist media… https://t.co/CnC8cM8KoL,biden
BillHar78498838,@JoeBiden A concrete brick would do a better job than Trump,biden
Rosecoloredgl11,"@JoeBiden Joe, #YouHaveMyVote,but I wish you would #LoseTheCatchPhrases like""calm the waters""and even""fuel the fire… https://t.co/nqh1xtNciy",biden
Champsu2,@JoeBiden Comparing yourself to Jesus now? Hardly!😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂,biden
rudejude247,@JoeBiden You can't tell people the truth. You must show people the truth. We the people are seeing the truth for o… https://t.co/8CLNPFNaTn,biden
ShawnPa15805861,@JoeBiden https://t.co/tUCtpLz1wC,biden
FabianRayJr1,"@JoeBiden ""calm the waters and lower the temperature"" is politician speak for 'cave into whatever demands the riote… https://t.co/wtfg94IJG3",biden
hopingamerica,@JoeBiden Debate Trump you coward,biden
Selene_Spivak,@JoeBiden We need Medicare for all!!!,biden
kallywilli,"@JoeBiden #MaryTrump and #MaryTrumpBook have confirmed what we now know about @realDonaldTrump.  His own niece, a p… https://t.co/0IUKXzYS1C",biden
MarvelKapil,@JoeBiden Great speech and different then Djt.,biden
RaechalHalter,@JoeBiden Well that excludes you. https://t.co/IBthC7R4FF,biden
Dneecee2,@JoeBiden Can you revamp the entire school district in hillsborough county Tampa Florida the superintendent… https://t.co/4qRrD2UqHo,biden
Kim_d_marlin,@JoeBiden Have you chosen your  #TOKEN YET????  You pathetic weak little man!! 🙄,biden
aegeantyphoon,@JoeBiden Trump 2020 no socialism,biden
ZippedGreene17,@JoeBiden https://t.co/MCfXwRuNyc,biden
Theefotodog,"@JoeBiden You've been in politics for 50 yrs!. 36 yrs as US Senator, committee chairman, an attorney, 8 yrs VP. I'm… https://t.co/b6rw2Z2PJx",biden
jj0604,@JoeBiden Let me know when you find one,biden
FoaChris,@JoeBiden More well trodden platitudes.  What's your plan sir?  The actual plan to fix the country?  As for the cur… https://t.co/dsyD473dmT,biden
Ravikumarsoni_9,@JoeBiden Usa is a verry lucky they have new great candidate @JoeBiden   God bless you joe biden god bless you. Ame… https://t.co/jjGh4mqQKb,biden
Paul_Webster_,@JoeBiden I'm glad Biden and Obama followed their instincts in directing the FBI to investigate Trump.  Biden's ins… https://t.co/vZtgvaP2Mm,biden
ChrisSica4,@JoeBiden Sorry @JoeBiden AMERICA doesn’t want a puppet for President . @realDonaldTrump 2020 !,biden
CGCC_Balt,@JoeBiden #Biden2020 #VoteForOurLives https://t.co/5fBa9CksHJ,biden
mommee45kidz,@JoeBiden https://t.co/nDnvTIeTes https://t.co/0Q6mDRpM8q,biden
italy_exit,@JoeBiden https://t.co/xtrO8uHWQJ,biden
dolfanjb1,@JoeBiden The Biden campaign put this out meaning this is the most coherent snippet they could find.  Let’s stop pr… https://t.co/J4Rw9MaqNv,biden
panheadman523,@JoeBiden https://t.co/VBryhOD9sM,biden
KlausMecking,@JoeBiden That’s all want the President wants.,biden
JEFSantaMonica,"@JoeBiden Joe, you've got a lot to fix immediately if you get elected. You have the power and the experience to rev… https://t.co/HaLBP40d1s",biden
roeb123,@JoeBiden #StopHiding,biden
CCCBlair,@JoeBiden https://t.co/aSBQUx56RH,biden
TheTruthToThose,@JoeBiden Y’all are about to burn down. Get the bucket!,biden
SalManzo1,@JoeBiden https://t.co/QYapPXHfq8,biden
LisaRules,@JoeBiden @BarackObama #JoeBiden2020 https://t.co/2KFN5CqEko,biden
jjmechdc9,@JoeBiden @PeteButtigieg @BarackObama Awesomeness!,biden
ssanarium,@JoeBiden @BarackObama So who is running for president?,biden
jhunibay,@JoeBiden @BarackObama Traditional politician. Wow you now have a plan after 47 years? Funny😂,biden
Bubba82706995,@JoeBiden @BarackObama So...you’re home schooled?,biden
actlightning,"@JoeBiden @BarackObama What was your hand doing on this young girl's breast, Joe?  https://t.co/UgQQXUdPeU… https://t.co/DYlVLvQBg3",biden
rungirlrun07,"@JoeBiden @BarackObama I love Joe, but Obama is a freaking natural like Beto",biden
MgDrex,@JoeBiden @BarackObama https://t.co/5PZcRtBiQE,biden
Mad_Glam1,@JoeBiden @BarackObama So sweet how they thanked her!!!,biden
ExecutiveNesy,@JoeBiden @BarackObama Trump at the moment has failed. https://t.co/aGTw1XGlig,biden
ReneeLa99084410,"@JoeBiden @BarackObama Awww, that was so so sweet! I love my 2 men. #GOJOE",biden
Ted04435653,"@JoeBiden @BarackObama You are a lying dog faced pony soldier!! Ca’mon Joe, you graduated  76 out of 85 in law scho… https://t.co/PakoiJlEZZ",biden
Raybo34,@JoeBiden @BarackObama https://t.co/mY1CB49ph3,biden
CaronnaMrs,@JoeBiden @BarackObama Trump 2020 landslide victory!!!,biden
kungfluyoo,"@JoeBiden @BarackObama https://t.co/95MxiqXRFF This is Bidens nurse. He Literally needs help walking, talking and g… https://t.co/gjpOJdOFXN",biden
PotusGreat,@JoeBiden @BarackObama My dear Mother was a refugee and a proud American citizen. She worked and paid her way throu… https://t.co/U1vk0PUksr,biden
TomKay05869718,@JoeBiden @BarackObama https://t.co/ka4LkVbFdb,biden
Maritxu2458,@JoeBiden @BarackObama Here we go again! Joe Biden clearly lacks the confidence or cache to call ordinary Americas… https://t.co/rrEkWyNG6d,biden
Christ_ION89,@JoeBiden @BarackObama Understand Diamond Joe. If you're support is behind the future generation of free-thinkers i… https://t.co/Y4yc4iD7TB,biden
funbooktime,"@JoeBiden @AynRandPaulRyan @BarackObama You're ""listening"" to the plight of teachers. Great. Show us what steps you… https://t.co/NTu6Ic1Erq",biden
HUEYGUNNER1950,@JoeBiden @BarackObama https://t.co/jxejDQKZiH,biden
diggs_ava,@JoeBiden @BarackObama Why did Obama low-key sound like doctor Phil 😂💀,biden
John34006026,@JoeBiden @PeteButtigieg @BarackObama Joe Biden has dementia,biden
thetrujohnnymo,@JoeBiden @BarackObama Defund the teachers if they don’t want to work and give taxpayers back their school taxes. G… https://t.co/B4Njbfziux,biden
RichmondTacha,@JoeBiden @BarackObama well done my president from November up front #ilovebiden,biden
David_Osborne81,@JoeBiden @BarackObama Decency. Honor. Respectability. Reason. Logic. Facts. Comprehension. Thoughtful. Empathetic.… https://t.co/njGvOgnuez,biden
RevMasterBates,@JoeBiden @BarackObama https://t.co/6CXF6bz4hy,biden
Skyjoy78,@JoeBiden @BarackObama Trump once asked “What do you have to lose”. We are seeing what we have lost since he has be… https://t.co/oTJKWtfGvc,biden
GeorgeFame2,@JoeBiden @BarackObama ...you are so full of shxt.  A pile of it. https://t.co/FtT4m8FTeZ,biden
brassasin36,@JoeBiden @BarackObama Evidently your staff doesn’t think much of the men and women of the police.  Any comment or… https://t.co/2D2Y9xH4qO,biden
Nana121810,@JoeBiden @BarackObama 😂😂😂😂😂😂,biden
collinscomley,@JoeBiden @BarackObama Living off Obama! 😂😂😂😂😂,biden
gleennertalk,@JoeBiden @BarackObama #VoteBidenToSaveAmerica #obamagreat #democracy https://t.co/lVbb9tFj2I,biden
SeriousLeeNow,"@JoeBiden @BarackObama More emotional, no substance.",biden
